customer_id,age,gender,tenure_months,account_type,total_purchases,avg_purchase_value,days_since_last_purchase,website_visits_per_month,email_open_rate,customer_service_calls,satisfaction_score,promo_codes_used,loyalty_points,churned
CUST00663,59,Female,2,Premium,24,93.57,67,10,0.278,2,3,0,355,0
CUST00664,56,Female,41,Basic,149,124.15,167,9,0.343,2,2,8,3472,0
CUST00665,31,Male,55,Premium,138,86.44,78,8,0.252,3,5,8,240,1
CUST00666,48,Female,16,Standard,110,84.35,156,9,0.279,1,4,5,1910,0
CUST00667,22,Male,62,Standard,78,29.43,75,7,0.213,7,5,9,2276,1
CUST00668,52,Female,48,Basic,101,10.0,39,6,0.267,2,2,4,620,0
CUST00669,40,Female,30,Basic,146,86.65,25,10,0.445,6,2,6,854,0
CUST00670,46,Female,12,Basic,142,72.16,21,12,0.347,1,4,7,3743,0
CUST00671,60,Female,35,Basic,128,59.56,138,8,0.355,0,5,8,2314,0
CUST00672,28,Female,11,Premium,58,82.31,171,9,0.358,1,3,8,3200,0
CUST00673,35,Male,64,Basic,76,73.19,15,11,0.227,6,3,9,3624,0
CUST00674,64,Female,50,Premium,36,108.83,48,9,0.298,2,5,2,1060,0
CUST00675,29,Male,21,Basic,22,77.58,86,6,0.087,2,3,7,381,0
CUST00676,26,Female,69,Standard,127,52.59,149,8,0.44,1,5,0,1132,0
CUST00677,27,Female,48,Standard,80,104.7,116,6,0.0,1,5,6,2476,1
CUST00678,61,Female,20,Premium,100,68.49,50,9,0.237,1,2,4,3135,0
CUST00679,34,Male,67,Basic,96,90.8,151,7,0.421,1,1,1,2838,0
CUST00680,55,Female,44,Standard,148,60.68,141,7,0.045,2,2,1,2079,0
CUST00681,24,Female,33,Standard,18,55.51,69,6,0.31,2,3,7,944,0
CUST00682,63,Female,61,Basic,38,77.53,4,9,0.148,2,1,4,3962,0
CUST00683,30,Male,9,Basic,109,75.38,78,13,0.195,0,5,2,4201,1
CUST00684,57,Male,68,Standard,123,89.39,9,5,0.392,1,3,0,2529,0
CUST00685,59,Male,35,Standard,144,66.94,121,2,0.28,4,4,6,4301,0
CUST00686,26,Male,65,Standard,149,19.91,115,5,0.0,5,3,2,3318,1
CUST00687,67,Female,8,Basic,104,62.02,163,6,0.104,2,1,6,834,0
CUST00688,44,Male,45,Standard,140,98.81,101,9,0.396,4,1,1,3750,0
CUST00689,19,Female,47,Standard,144,66.08,149,11,0.317,0,5,3,4184,0
CUST00690,22,Male,40,Standard,81,67.61,146,9,0.512,3,4,1,3387,1
CUST00691,46,Male,54,Premium,87,104.59,97,5,0.502,6,5,3,4991,0
CUST00692,54,Female,46,Standard,142,53.64,81,10,0.199,0,4,4,4238,1
CUST00693,55,Female,47,Standard,61,28.72,43,5,0.625,6,4,7,206,1
CUST00694,36,Female,15,Basic,46,70.18,95,14,0.254,2,5,1,3534,0
CUST00695,25,Female,19,Standard,32,60.47,6,5,0.106,3,3,9,2052,0
CUST00696,65,Female,26,Basic,15,46.01,67,8,0.155,3,2,2,4306,0
CUST00697,62,Male,52,Standard,44,69.74,140,6,0.0,0,4,9,28,1
CUST00698,18,Female,22,Standard,145,89.75,100,13,0.491,1,1,4,1213,0
CUST00699,39,Female,21,Premium,54,74.72,12,8,0.489,1,5,8,187,0
CUST00700,69,Female,51,Basic,44,84.21,66,6,0.098,1,3,9,1860,0
CUST00701,34,Male,38,Standard,98,129.4,2,7,0.216,2,4,4,2572,1
CUST00702,24,Female,20,Standard,5,64.71,143,5,0.264,6,3,8,4014,0
CUST00703,42,Male,29,Basic,109,83.35,151,11,0.106,2,5,3,4252,0
CUST00704,62,Male,51,Basic,27,59.72,157,11,0.0,3,1,9,2127,0
CUST00705,21,Male,4,Basic,116,49.61,81,9,0.218,2,4,4,1891,0
CUST00706,53,Male,55,Basic,87,57.45,135,5,0.202,7,4,8,2707,0
CUST00707,23,Female,71,Basic,104,60.64,156,11,0.192,3,3,3,1741,0
CUST00708,48,Female,28,Basic,123,85.78,142,6,0.283,1,5,4,2673,0
CUST00709,36,Female,4,Basic,79,145.47,172,10,0.464,2,2,4,1813,0
CUST00710,61,Male,22,Standard,43,53.52,158,4,0.205,2,4,3,4327,0
CUST00711,56,Male,45,Standard,97,62.5,160,7,0.276,2,1,3,159,1
CUST00712,44,Male,67,Premium,31,73.11,70,11,0.359,1,4,4,343,1
CUST00713,27,Female,66,Standard,99,86.87,115,10,0.333,1,4,5,204,1
CUST00714,43,Male,34,Standard,17,82.91,88,7,0.158,1,2,6,3042,0
CUST00715,36,Female,55,Premium,83,113.52,6,10,0.264,1,2,5,2885,0
CUST00716,56,Female,1,Standard,110,10.0,27,8,0.332,2,5,0,304,0
CUST00717,20,Male,38,Standard,32,10.0,82,3,0.081,2,4,1,2717,0
CUST00718,62,Female,6,Standard,141,60.12,88,7,0.44,2,4,6,3941,0
CUST00719,30,Female,25,Basic,35,107.92,120,6,0.465,0,3,2,399,1
CUST00720,67,Female,17,Basic,133,28.03,24,8,0.142,2,3,9,3520,0
CUST00721,45,Female,61,Standard,29,10.0,102,9,0.279,5,1,1,985,0
CUST00722,37,Male,12,Standard,70,92.14,34,10,0.346,2,1,5,1805,1
CUST00723,45,Male,6,Basic,95,82.31,168,12,0.168,2,3,3,2096,1
CUST00724,25,Female,27,Premium,22,42.29,47,10,0.322,2,1,4,4301,1
CUST00725,58,Female,8,Standard,69,45.43,24,7,0.274,2,4,5,1459,0
CUST00726,56,Male,65,Standard,89,45.91,65,7,0.03,2,2,2,1345,1
CUST00727,18,Female,57,Premium,72,78.32,18,13,0.319,4,4,0,230,0
CUST00728,20,Female,40,Standard,129,56.21,44,8,0.085,4,3,2,3782,0
CUST00729,30,Female,14,Premium,87,89.82,76,13,0.391,3,5,2,3500,0
CUST00730,45,Male,35,Standard,96,10.0,57,5,0.149,2,5,5,882,0
CUST00731,66,Female,48,Basic,75,49.29,107,7,0.226,1,3,3,2773,0
CUST00732,42,Female,56,Standard,54,41.22,156,9,0.456,1,4,6,2331,0
CUST00733,50,Male,49,Standard,88,67.31,124,3,0.324,2,1,1,432,1
CUST00734,55,Male,13,Standard,54,58.86,151,11,0.088,3,1,3,1208,1
CUST00735,23,Female,61,Premium,16,98.94,162,5,0.098,2,5,7,2680,0
CUST00736,61,Male,49,Standard,99,19.22,139,6,0.16,2,3,5,2263,0
CUST00737,62,Female,46,Standard,20,76.36,163,8,0.309,2,3,9,3002,0
CUST00738,49,Female,62,Premium,46,91.75,116,4,0.304,4,2,2,2412,0
CUST00739,62,Male,8,Standard,127,130.7,93,5,0.124,4,5,9,1817,1
CUST00740,64,Female,43,Standard,58,60.55,42,15,0.075,4,3,1,617,0
CUST00741,38,Male,20,Premium,111,84.73,28,4,0.292,4,2,2,4492,1
CUST00742,33,Female,39,Basic,129,20.88,123,5,0.223,1,1,0,2505,1
CUST00743,38,Male,49,Standard,81,10.0,24,14,0.574,1,5,0,317,0
CUST00744,28,Female,64,Premium,84,100.34,136,5,0.255,0,5,1,456,0
CUST00745,54,Male,62,Standard,70,74.83,106,12,0.522,1,3,2,500,1
CUST00746,53,Male,54,Standard,8,110.36,118,13,0.074,2,3,8,4418,0
CUST00747,52,Female,9,Standard,29,33.8,53,5,0.014,4,4,7,2315,0
CUST00748,36,Male,37,Standard,112,90.6,132,6,0.082,2,1,8,3874,1
CUST00749,37,Female,49,Premium,131,131.06,100,8,0.428,2,1,6,4973,0
CUST00750,35,Male,41,Basic,108,87.59,5,8,0.513,4,2,6,4774,0
CUST00751,64,Female,17,Basic,109,83.3,49,6,0.133,1,2,4,1003,0
CUST00752,58,Male,21,Basic,20,75.26,98,3,0.181,1,4,6,4250,0
CUST00753,66,Female,51,Standard,73,27.87,30,10,0.075,3,1,3,4196,1
CUST00754,31,Male,59,Standard,4,115.67,72,6,0.0,1,2,4,1066,0
CUST00755,32,Male,39,Premium,19,56.67,103,7,0.358,2,1,0,4716,0
CUST00756,48,Male,55,Standard,102,90.13,63,4,0.283,1,1,3,1628,0
CUST00757,18,Male,41,Standard,141,28.11,175,7,0.252,0,2,2,3234,1
CUST00758,20,Female,39,Basic,141,39.62,26,10,0.04,4,3,1,2281,0
CUST00759,33,Male,13,Standard,86,118.05,37,4,0.496,1,3,1,4498,0
CUST00760,40,Female,64,Standard,52,64.58,7,10,0.174,2,2,7,2398,0
CUST00761,28,Male,11,Basic,111,118.6,127,7,0.33,0,4,0,3238,0
CUST00762,29,Male,19,Basic,109,72.65,168,11,0.032,1,5,7,4354,0
CUST00763,27,Female,11,Basic,86,19.74,92,9,0.221,1,1,8,3669,0
CUST00764,49,Female,46,Basic,43,101.76,167,7,0.294,0,5,5,4715,0
CUST00765,33,Male,45,Standard,42,57.3,103,9,0.299,0,2,0,1465,0
CUST00766,25,Male,1,Basic,90,95.96,53,6,0.273,4,1,9,1961,0
CUST00767,55,Male,40,Standard,115,75.76,132,8,0.324,1,5,6,875,0
CUST00768,29,Female,19,Premium,26,28.71,108,6,0.08,0,3,4,4069,0
CUST00769,41,Female,61,Standard,43,79.93,112,8,0.28,0,4,8,3901,1
CUST00770,45,Male,12,Premium,77,140.89,153,10,0.267,4,5,6,542,0
CUST00771,25,Female,61,Standard,137,89.79,7,9,0.285,4,4,4,3516,1
CUST00772,45,Female,33,Standard,20,73.27,156,7,0.261,2,3,1,3865,0
CUST00773,53,Female,45,Premium,39,107.26,67,13,0.059,2,5,3,4548,1
CUST00774,43,Female,69,Basic,12,81.32,108,9,0.052,1,2,1,4499,0
CUST00775,25,Male,8,Premium,11,81.29,111,10,0.0,1,1,8,1018,0
CUST00776,67,Male,25,Basic,42,42.25,148,7,0.373,1,3,1,1428,1
CUST00777,45,Male,46,Standard,11,82.02,83,9,0.374,5,4,1,4978,0
CUST00778,45,Male,30,Basic,38,106.06,124,7,0.377,0,4,1,574,1
CUST00779,54,Female,47,Standard,98,49.92,139,9,0.296,5,3,0,1458,0
CUST00780,58,Female,49,Standard,19,117.73,104,10,0.0,1,2,8,1499,0
CUST00781,53,Male,47,Standard,134,72.25,67,6,0.096,1,2,7,1491,0
CUST00782,44,Male,18,Basic,116,48.37,7,6,0.276,0,4,1,3172,0
CUST00783,34,Male,66,Basic,113,104.93,151,1,0.27,1,3,1,2470,0
CUST00784,26,Female,68,Basic,65,66.4,110,10,0.217,2,3,4,3427,0
CUST00785,50,Male,33,Basic,99,97.79,34,5,0.305,2,1,3,2515,0
CUST00786,37,Female,36,Premium,72,66.25,106,13,0.252,0,4,1,3551,0
CUST00787,30,Male,19,Basic,52,73.21,147,13,0.268,3,2,7,4206,0
CUST00788,45,Male,28,Premium,118,89.81,58,11,0.154,3,5,7,2200,1
CUST00789,65,Female,40,Premium,120,83.73,9,9,0.397,3,2,3,2964,0
CUST00790,46,Female,15,Basic,7,15.13,48,7,0.185,1,2,3,3313,1
CUST00791,30,Male,41,Standard,11,41.36,115,6,0.05,1,5,8,2927,0
CUST00792,63,Female,39,Basic,103,102.88,41,9,0.134,2,4,3,681,0
CUST00793,52,Female,2,Basic,61,71.04,48,8,0.198,0,1,9,4864,1
CUST00794,23,Female,63,Basic,68,59.29,173,6,0.399,2,2,8,278,1
CUST00795,35,Male,29,Standard,140,34.24,25,10,0.244,2,2,2,4458,0
CUST00796,68,Female,66,Standard,102,42.61,116,9,0.222,1,4,1,1648,1
CUST00797,22,Female,51,Standard,110,14.35,78,7,0.063,0,4,7,4696,0
CUST00798,64,Female,10,Standard,140,71.96,108,10,0.368,3,3,2,1158,0
CUST00799,42,Male,14,Basic,51,57.05,25,8,0.152,2,4,1,2341,0
CUST00800,19,Male,51,Standard,117,46.0,147,6,0.235,1,4,7,1518,0
CUST00801,27,Male,39,Standard,46,72.96,39,7,0.472,1,2,7,1838,0
CUST00802,47,Female,28,Basic,53,85.92,119,10,0.326,1,1,4,870,0
CUST00803,67,Male,3,Basic,88,137.8,79,5,0.006,0,2,8,3277,0
CUST00804,62,Female,70,Standard,121,29.64,80,9,0.0,3,4,5,1341,0
CUST00805,22,Female,27,Basic,13,109.78,27,5,0.24,3,3,4,2306,0
CUST00806,50,Male,2,Standard,89,104.19,104,8,0.068,2,1,2,1171,1
CUST00807,18,Female,38,Basic,125,51.63,74,4,0.347,2,3,6,4072,0
CUST00808,35,Male,3,Basic,118,81.1,68,7,0.256,1,5,8,1128,1
CUST00809,49,Female,16,Basic,54,61.27,147,5,0.275,6,3,3,3627,0
CUST00810,64,Male,40,Basic,116,80.57,28,16,0.144,1,3,6,3999,0
CUST00811,66,Female,2,Standard,118,120.27,123,2,0.511,3,4,2,3887,0
CUST00812,28,Female,41,Standard,4,93.17,161,8,0.676,1,4,1,1284,1
CUST00813,38,Female,12,Standard,75,90.26,138,9,0.208,2,4,0,570,0
CUST00814,43,Female,35,Premium,49,62.09,83,11,0.303,1,4,5,2864,0
CUST00815,42,Female,65,Standard,7,30.48,30,8,0.265,0,4,4,3984,0
CUST00816,39,Female,55,Standard,110,68.75,22,6,0.211,2,3,1,3141,0
CUST00817,44,Female,45,Basic,122,111.2,3,11,0.125,1,5,2,1977,0
CUST00818,66,Female,62,Standard,11,29.18,101,7,0.087,2,4,8,446,1
CUST00819,30,Male,49,Standard,92,43.35,105,10,0.08,1,5,2,4878,0
CUST00820,50,Female,25,Basic,23,78.79,176,10,0.311,3,5,6,1280,0
CUST00821,51,Female,23,Standard,28,45.46,2,8,0.172,1,2,0,636,0
CUST00822,58,Female,24,Basic,111,51.22,54,7,0.0,2,2,6,2973,1
CUST00823,52,Male,38,Standard,57,62.29,6,3,0.317,3,1,8,4626,0
CUST00824,18,Female,28,Premium,26,34.03,107,13,0.244,6,2,7,118,0
CUST00825,38,Male,21,Premium,54,45.78,168,7,0.452,4,4,6,4161,0
CUST00826,65,Female,54,Standard,29,96.1,123,7,0.306,2,5,9,2292,0
CUST00827,23,Male,18,Standard,97,35.78,2,12,0.028,2,1,7,2104,0
CUST00828,45,Female,36,Standard,14,27.06,111,5,0.0,0,2,3,1067,1
CUST00829,34,Female,45,Standard,78,56.1,2,7,0.142,2,3,1,423,0
CUST00830,22,Male,53,Basic,35,96.96,93,7,0.156,4,1,8,3819,1
CUST00831,48,Female,30,Standard,30,69.09,101,6,0.391,1,4,2,4490,1
CUST00832,22,Male,60,Standard,92,61.06,97,9,0.249,2,5,3,1280,0
CUST00833,55,Female,32,Premium,17,76.33,111,6,0.42,1,4,6,1819,0
CUST00834,20,Female,67,Standard,93,22.63,6,7,0.051,3,4,1,3432,0
CUST00835,40,Female,67,Standard,79,89.84,127,11,0.395,4,3,7,762,0
CUST00836,54,Female,28,Standard,110,86.5,104,10,0.358,1,3,9,1629,0
CUST00837,54,Female,44,Standard,102,62.72,147,4,0.0,1,5,7,442,0
CUST00838,27,Male,41,Standard,106,105.18,155,11,0.448,2,2,4,3014,1
CUST00839,27,Male,63,Basic,47,41.18,1,9,0.264,3,4,8,2581,0
CUST00840,36,Female,23,Standard,64,108.84,33,11,0.309,1,2,7,1497,1
CUST00841,34,Female,48,Premium,64,79.63,40,4,0.12,3,5,0,4252,0
CUST00842,38,Female,32,Standard,87,64.9,32,7,0.441,5,4,8,88,0
CUST00843,31,Female,57,Basic,7,74.4,17,7,0.072,4,2,4,2249,1
CUST00844,26,Male,33,Standard,22,71.78,126,12,0.375,1,4,8,979,1
CUST00845,63,Female,24,Premium,81,111.61,8,7,0.373,2,3,8,461,0
CUST00846,18,Male,39,Basic,74,42.7,57,14,0.104,1,3,9,3552,0
CUST00847,68,Female,34,Standard,138,52.12,42,7,0.548,2,1,9,2756,0
CUST00848,62,Male,56,Premium,135,106.09,98,3,0.285,1,5,2,3628,0
CUST00849,30,Male,28,Standard,125,57.13,137,9,0.348,1,2,7,2501,0
CUST00850,21,Male,37,Premium,50,102.02,120,13,0.021,5,4,6,379,0
CUST00851,18,Male,7,Standard,52,125.98,87,6,0.568,1,1,6,4496,0
CUST00852,66,Female,68,Standard,1,62.95,163,5,0.066,3,5,9,4646,1
CUST00853,57,Male,37,Standard,4,95.44,54,6,0.404,3,5,1,2983,0
CUST00854,49,Male,56,Basic,145,40.39,84,5,0.101,4,5,1,3060,0
CUST00855,51,Male,65,Basic,132,97.64,25,5,0.157,7,2,1,2950,0
CUST00856,45,Male,65,Standard,4,80.98,67,6,0.368,2,3,1,4540,0
CUST00857,48,Male,47,Basic,1,89.19,174,15,0.404,4,1,3,3730,0
CUST00858,25,Male,20,Standard,71,55.63,152,7,0.059,2,2,6,4424,1
CUST00859,56,Female,19,Premium,35,25.17,46,9,0.414,2,4,1,1931,0
CUST00860,43,Female,29,Premium,8,90.1,22,10,0.407,2,2,4,3421,1
CUST00861,51,Female,60,Standard,36,13.1,139,10,0.109,1,4,6,1990,1
CUST00862,20,Male,18,Premium,123,65.48,176,7,0.49,1,4,8,4865,0
CUST00863,67,Male,35,Standard,43,103.24,8,9,0.031,6,5,7,3856,0
CUST00864,29,Female,43,Standard,27,80.76,39,6,0.156,2,2,8,1482,0
CUST00865,18,Female,11,Basic,32,133.45,163,7,0.322,1,3,6,2545,0
CUST00866,61,Male,49,Standard,78,105.75,49,9,0.122,1,4,2,4220,0
CUST00867,22,Male,38,Standard,121,55.38,46,7,0.29,6,5,0,4299,0
CUST00868,47,Male,64,Standard,146,75.82,38,5,0.286,4,3,9,2815,0
CUST00869,47,Male,69,Standard,16,73.58,136,9,0.222,2,2,6,642,0
CUST00870,34,Male,8,Basic,99,27.53,54,5,0.375,1,3,5,4685,0
CUST00871,65,Female,34,Standard,47,46.79,165,8,0.216,2,2,1,3918,0
CUST00872,64,Female,48,Premium,31,58.18,92,5,0.285,0,4,0,1586,0
CUST00873,40,Female,56,Standard,4,13.91,40,12,0.422,0,1,9,2409,0
CUST00874,32,Female,65,Premium,17,76.42,34,6,0.369,5,1,3,3849,0
CUST00875,54,Female,31,Premium,39,67.53,96,9,0.368,0,4,3,54,0
CUST00876,38,Female,4,Premium,48,24.81,79,1,0.078,0,3,5,841,0
CUST00877,31,Female,50,Premium,39,87.13,127,9,0.329,4,2,4,4587,0
CUST00878,19,Male,69,Premium,132,96.48,17,8,0.118,1,1,8,984,0
CUST00879,28,Male,30,Standard,30,81.81,161,10,0.058,2,2,7,2620,0
CUST00880,68,Male,59,Basic,22,65.28,175,10,0.239,3,4,8,2906,0
CUST00881,56,Female,67,Standard,66,92.74,110,5,0.114,3,3,9,1994,1
CUST00882,55,Female,45,Standard,108,95.41,52,12,0.369,2,2,6,1932,1
CUST00883,51,Male,4,Basic,12,84.22,118,3,0.372,5,3,8,2272,1
CUST00884,55,Female,26,Basic,36,50.26,9,6,0.0,3,1,2,102,0
CUST00885,67,Male,27,Premium,18,83.3,33,6,0.126,0,2,8,969,1
CUST00886,51,Female,46,Premium,90,110.86,113,8,0.031,5,5,1,1071,1
CUST00887,35,Male,64,Premium,1,57.1,149,4,0.181,2,1,8,736,0
CUST00888,47,Male,51,Standard,127,137.94,85,8,0.318,3,3,5,1365,0
CUST00889,32,Female,50,Basic,90,59.23,10,7,0.214,1,4,3,3630,0
CUST00890,44,Male,6,Basic,87,75.97,6,6,0.162,2,5,1,227,0
CUST00891,68,Male,59,Basic,90,54.83,115,5,0.445,0,2,9,3570,0
CUST00892,51,Male,15,Basic,134,81.7,121,12,0.0,2,1,2,444,0
CUST00893,69,Female,30,Basic,70,22.73,141,14,0.436,1,2,4,1619,1
CUST00894,55,Female,42,Premium,44,58.62,65,10,0.168,2,2,8,4693,0
CUST00895,50,Male,37,Standard,86,42.24,20,7,0.238,3,5,6,2204,1
CUST00896,41,Female,42,Basic,19,79.06,57,3,0.171,2,5,2,2703,0
CUST00897,32,Female,35,Basic,101,104.83,46,4,0.481,2,5,3,3050,1
CUST00898,47,Male,6,Standard,146,94.38,136,14,0.065,1,5,1,3502,0
CUST00899,59,Male,68,Basic,95,10.0,10,6,0.252,2,4,7,3626,1
CUST00900,68,Male,18,Premium,101,136.26,113,10,0.329,2,3,5,1181,1
CUST00901,34,Male,29,Standard,30,83.86,139,10,0.008,4,5,2,3256,0
CUST00902,22,Female,59,Standard,33,51.71,12,10,0.112,1,1,4,797,1
CUST00903,46,Male,47,Basic,12,79.71,138,9,0.228,3,2,4,834,0
CUST00904,21,Female,17,Basic,118,80.29,153,9,0.117,1,5,0,2999,0
CUST00905,27,Female,22,Standard,94,54.99,177,5,0.128,2,1,4,2032,0
CUST00906,34,Male,68,Standard,137,80.94,177,8,0.198,2,4,5,4452,0
CUST00907,27,Female,69,Standard,149,56.78,11,6,0.347,0,1,9,2764,0
CUST00908,34,Male,37,Basic,76,62.87,118,10,0.199,1,1,9,2409,0
CUST00909,37,Female,49,Standard,29,54.41,164,11,0.412,3,4,1,3684,0
CUST00910,41,Female,13,Standard,117,32.02,39,9,0.1,3,4,2,3275,1
CUST00911,22,Female,34,Premium,15,79.38,53,8,0.062,2,2,9,7,1
CUST00912,51,Female,53,Basic,2,92.56,56,9,0.539,1,5,4,2519,1
CUST00913,23,Male,51,Basic,117,90.45,104,5,0.151,1,1,2,2219,0
CUST00914,19,Female,3,Standard,18,99.6,129,12,0.053,0,3,4,3874,0
CUST00915,30,Female,42,Standard,3,84.73,56,5,0.0,1,3,4,3728,0
CUST00916,60,Female,32,Standard,135,59.02,118,10,0.411,2,2,7,3329,0
CUST00917,60,Female,51,Standard,108,100.19,132,9,0.199,0,3,9,3371,0
CUST00918,65,Female,46,Standard,95,34.27,30,14,0.212,3,2,8,613,0
CUST00919,28,Male,21,Premium,122,47.98,12,11,0.226,2,5,7,688,0
CUST00920,68,Male,44,Standard,11,46.07,35,10,0.402,4,2,2,897,0
CUST00921,64,Female,11,Premium,68,107.4,77,14,0.223,1,4,0,109,0
CUST00922,40,Male,68,Standard,123,103.28,159,10,0.602,4,4,2,4805,1
CUST00923,33,Female,1,Premium,113,89.62,102,8,0.27,2,4,0,3012,0
CUST00924,48,Female,63,Premium,98,107.16,87,7,0.409,1,4,8,2918,0
CUST00925,28,Male,24,Basic,93,48.62,52,10,0.371,5,4,2,1160,1
CUST00926,33,Male,13,Premium,22,85.46,80,6,0.245,5,4,7,3981,0
CUST00927,25,Female,11,Basic,127,71.24,135,8,0.162,2,4,5,3610,0
CUST00928,21,Male,51,Premium,134,100.41,22,7,0.3,2,4,2,4744,0
CUST00929,57,Female,17,Standard,25,71.54,75,12,0.327,3,4,8,2003,0
CUST00930,21,Male,24,Basic,85,63.45,58,4,0.164,3,5,7,1527,0
CUST00931,42,Female,19,Standard,55,91.23,93,11,0.275,2,4,2,1913,0
CUST00932,20,Male,37,Premium,144,101.29,103,10,0.435,3,2,6,4341,0
CUST00933,49,Female,8,Basic,95,54.95,140,8,0.56,2,5,4,3181,0
CUST00934,20,Male,28,Standard,142,73.17,7,8,0.378,0,3,1,4893,0
CUST00935,44,Female,5,Standard,119,43.25,128,13,0.529,2,1,7,3346,0
CUST00936,46,Male,17,Premium,9,10.0,55,11,0.156,4,5,0,2863,0
CUST00937,49,Female,36,Standard,42,81.01,106,9,0.355,0,4,3,4610,1
CUST00938,67,Female,19,Basic,53,93.27,62,6,0.451,4,5,3,505,0
CUST00939,68,Male,64,Basic,74,82.86,90,2,0.116,0,1,9,4250,0
CUST00940,36,Male,11,Standard,39,16.51,98,11,0.177,2,1,4,2006,0
CUST00941,38,Male,54,Standard,122,64.47,77,7,0.511,0,4,3,4206,0
CUST00942,22,Female,45,Premium,15,10.0,119,15,0.104,1,4,0,2855,1
CUST00943,35,Female,47,Basic,123,116.09,36,6,0.049,2,2,6,3964,0
CUST00944,45,Female,12,Standard,111,42.42,89,8,0.479,1,1,9,1674,0
CUST00945,59,Male,21,Basic,131,112.66,152,5,0.43,4,4,1,1190,1
CUST00946,39,Male,11,Basic,83,103.38,172,10,0.315,2,1,9,2392,0
CUST00947,38,Female,5,Standard,10,47.98,145,5,0.243,0,2,2,1921,1
CUST00948,23,Female,56,Standard,92,41.02,130,4,0.184,1,3,4,4389,0
CUST00949,18,Female,20,Standard,29,85.51,141,5,0.292,4,1,7,2692,0
CUST00950,22,Male,41,Premium,35,49.67,159,9,0.487,6,2,9,4433,0
CUST00951,58,Female,46,Standard,6,78.07,93,10,0.286,1,2,7,1827,1
CUST00952,29,Male,12,Premium,140,60.52,114,10,0.575,3,2,1,2499,1
CUST00953,43,Male,70,Premium,111,21.57,28,4,0.115,2,5,8,716,0
CUST00954,63,Female,17,Standard,38,10.0,155,11,0.247,0,4,5,630,0
CUST00955,51,Female,19,Premium,77,81.8,143,9,0.194,4,1,8,4860,0
CUST00956,66,Female,26,Standard,93,58.15,33,6,0.087,3,5,3,84,0
CUST00957,31,Male,48,Basic,147,58.41,20,12,0.227,0,1,2,3768,0
CUST00958,43,Male,52,Standard,67,95.88,170,8,0.313,0,5,4,736,1
CUST00959,62,Female,70,Basic,136,110.2,140,7,0.329,2,4,4,2707,1
CUST00960,44,Female,55,Standard,8,66.82,101,5,0.576,3,2,3,226,1
CUST00961,26,Male,33,Standard,122,64.78,23,10,0.32,2,1,6,3357,0
CUST00962,43,Male,62,Basic,84,90.0,112,9,0.423,2,2,7,1307,0
CUST00963,64,Male,23,Basic,132,34.29,14,8,0.26,1,4,4,4204,0
CUST00964,39,Female,15,Premium,85,81.69,91,9,0.502,3,1,8,4230,1
CUST00965,64,Male,27,Standard,45,91.56,153,7,0.61,3,3,6,4386,0
CUST00966,47,Male,64,Basic,136,95.41,77,2,0.33,1,3,6,3958,0
CUST00967,60,Male,51,Standard,87,16.9,85,4,0.101,1,3,7,1652,0
CUST00968,65,Male,53,Standard,16,52.16,109,7,0.168,2,4,3,1867,0
CUST00969,34,Male,51,Standard,77,48.65,31,4,0.292,3,3,9,26,0
CUST00970,43,Female,47,Premium,9,78.0,122,6,0.318,2,1,5,4649,1
CUST00971,53,Male,4,Standard,60,89.42,107,9,0.355,2,3,4,932,0
CUST00972,18,Female,7,Basic,78,119.9,54,4,0.319,1,1,0,3458,1
CUST00973,25,Male,35,Premium,77,60.15,133,10,0.251,4,4,8,466,0
CUST00974,66,Female,48,Premium,71,60.07,141,7,0.155,1,2,1,2700,1
CUST00975,52,Female,45,Basic,15,109.49,156,11,0.31,0,5,5,1498,1
CUST00976,69,Female,19,Basic,71,83.9,43,4,0.528,3,3,7,617,1
CUST00977,32,Female,63,Basic,102,113.03,89,16,0.403,0,5,2,3777,1
CUST00978,64,Male,38,Standard,22,83.66,115,8,0.33,2,2,4,4553,0
CUST00979,39,Male,67,Standard,113,40.29,99,5,0.404,3,4,6,2687,0
CUST00980,31,Female,59,Standard,1,35.01,47,8,0.194,3,4,3,1504,0
CUST00981,43,Female,69,Premium,10,28.45,71,4,0.174,3,2,4,3967,0
CUST00982,45,Female,13,Standard,110,94.86,166,8,0.138,1,5,0,179,1
CUST00983,40,Female,47,Basic,113,110.66,67,9,0.231,2,3,3,2585,0
CUST00984,31,Female,61,Basic,50,130.48,62,9,0.187,2,1,6,2069,1
CUST00985,41,Male,31,Standard,12,100.29,109,10,0.431,0,4,9,4858,1
CUST00986,19,Male,22,Basic,89,109.89,167,6,0.179,0,2,6,921,1
CUST00987,62,Female,43,Standard,112,57.6,37,7,0.13,2,5,9,3092,0
CUST00988,43,Female,67,Premium,78,40.31,119,9,0.541,2,3,9,4840,0
CUST00989,31,Male,54,Basic,121,100.5,86,7,0.182,3,5,3,1510,0
CUST00990,68,Female,10,Standard,23,87.53,126,11,0.273,3,3,5,3599,0
CUST00991,24,Male,42,Standard,134,78.22,136,2,0.318,1,1,4,3276,0
CUST00992,20,Female,64,Standard,25,86.62,52,17,0.079,2,1,0,2719,0
CUST00993,64,Male,21,Basic,18,84.7,91,12,0.435,1,2,7,4732,0
CUST00994,40,Male,66,Standard,141,113.51,33,8,0.346,1,2,6,1023,0
